'Device.ManagementServer.AutonomousTransferCompletePolicy.FileTypeFilter','0',0,0,''
'Device.ManagementServer.DownloadAvailability.Announcement.Enable','0',0,0,''
'Device.ManagementServer.DownloadAvailability.Announcement.Status','0',0,0,''
'Device.ManagementServer.DownloadAvailability.Announcement.GroupNumberOfEntries','0',0,0,''
'Device.ManagementServer.DownloadAvailability.Announcement.Group.{i}.Alias','0',0,0,''
'Device.ManagementServer.DownloadAvailability.Announcement.Group.{i}.Enable','0',0,0,''
'Device.ManagementServer.DownloadAvailability.Announcement.Group.{i}.Status','0',0,0,''
'Device.ManagementServer.DownloadAvailability.Announcement.Group.{i}.URL','0',0,0,''
'Device.ManagementServer.DownloadAvailability.Query.Enable','0',0,0,''
'Device.ManagementServer.DownloadAvailability.Query.Status','0',0,0,''
'Device.ManagementServer.DownloadAvailability.Query.URL','0',0,0,''
'Device.ManagementServer.DUStateChangeComplPolicy.Enable','0',0,0,''
'Device.ManagementServer.DUStateChangeComplPolicy.OperationTypeFilter','0',0,0,''
'Device.ManagementServer.DUStateChangeComplPolicy.ResultTypeFilter','0',0,0,''
'Device.ManagementServer.DUStateChangeComplPolicy.FaultCodeFilter','0',0,0,''
'Device.ManagementServer.EmbeddedDevice.{i}.ControllerID','0',0,0,''
'Device.ManagementServer.EmbeddedDevice.{i}.ProxiedDeviceID','0',0,0,''
'Device.ManagementServer.EmbeddedDevice.{i}.Reference','0',0,0,''
'Device.ManagementServer.EmbeddedDevice.{i}.SupportedDataModel','0',0,0,''
'Device.ManagementServer.EmbeddedDevice.{i}.Host','0',0,0,''
'Device.ManagementServer.EmbeddedDevice.{i}.ProxyProtocol','0',0,0,''
'Device.ManagementServer.EmbeddedDevice.{i}.ProxyProtocolReference','0',0,0,''
'Device.ManagementServer.EmbeddedDevice.{i}.DiscoveryProtocol','0',0,0,''
'Device.ManagementServer.EmbeddedDevice.{i}.DiscoveryProtocolReference','0',0,0,''
'Device.ManagementServer.EmbeddedDevice.{i}.CommandProcessed','0',0,0,''
'Device.ManagementServer.EmbeddedDevice.{i}.CommandProcessingErrMsg','0',0,0,''
'Device.ManagementServer.EmbeddedDevice.{i}.LastSyncTime','0',0,0,''
'Device.ManagementServer.VirtualDevice.{i}.ManufacturerOUI','0',0,0,''
'Device.ManagementServer.VirtualDevice.{i}.ProductClass','0',0,0,''
'Device.ManagementServer.VirtualDevice.{i}.SerialNumber','0',0,0,''
'Device.ManagementServer.VirtualDevice.{i}.Host','0',0,0,''
'Device.ManagementServer.VirtualDevice.{i}.ProxyProtocol','0',0,0,''
'Device.ManagementServer.VirtualDevice.{i}.ProxyProtocolReference','0',0,0,''
'Device.ManagementServer.VirtualDevice.{i}.DiscoveryProtocol','0',0,0,''
'Device.ManagementServer.VirtualDevice.{i}.DiscoveryProtocolReference','0',0,0,''
'Device.ManagementServer.StandbyPolicy.CRUnawarenessMaxDuration','0',0,0,''
'Device.ManagementServer.StandbyPolicy.MaxMissedPeriodic','0',0,0,''
'Device.ManagementServer.StandbyPolicy.NotifyMissedScheduled','0',0,0,''
'Device.ManagementServer.StandbyPolicy.NetworkAwarenessCapable','0',0,0,''
'Device.ManagementServer.StandbyPolicy.SelfTimerCapable','0',0,0,''
'Device.ManagementServer.StandbyPolicy.CRAwarenessRequested','0',0,0,''
'Device.ManagementServer.StandbyPolicy.PeriodicAwarenessRequested','0',0,0,''
'Device.ManagementServer.StandbyPolicy.ScheduledAwarenessRequested','0',0,0,''
'Device.ManagementServer.InformParameter.{i}.Enable','0',0,0,''
'Device.ManagementServer.InformParameter.{i}.Alias','0',0,0,''
'Device.ManagementServer.InformParameter.{i}.ParameterName','0',0,0,''
'Device.ManagementServer.InformParameter.{i}.EventList','0',0,0,''
'Device.GatewayInfo.ManufacturerOUI','0',0,0,''
'Device.GatewayInfo.ProductClass','0',0,0,''
'Device.GatewayInfo.SerialNumber','0',0,0,''
'Device.Time.Enable','0',0,0,''
'Device.Time.Status','0',0,0,''
'Device.Time.NTPServer1','0',0,0,''
'Device.Time.NTPServer2','0',0,0,''
'Device.Time.NTPServer3','0',0,0,''
'Device.Time.NTPServer4','0',0,0,''
'Device.Time.NTPServer5','0',0,0,''
'Device.Time.CurrentLocalTime','0',0,0,''
'Device.Time.LocalTimeZone','0',0,0,''
'Device.UserInterface.PasswordRequired','0',0,0,''
'Device.UserInterface.PasswordUserSelectable','0',0,0,''
'Device.UserInterface.PasswordReset','0',0,0,''
'Device.UserInterface.UpgradeAvailable','0',0,0,''
'Device.UserInterface.WarrantyDate','0',0,0,''
'Device.UserInterface.ISPName','0',0,0,''
'Device.UserInterface.ISPHelpDesk','0',0,0,''
'Device.UserInterface.ISPHomePage','0',0,0,''
'Device.UserInterface.ISPHelpPage','0',0,0,''
'Device.UserInterface.ISPLogo','0',0,0,''
'Device.UserInterface.ISPLogoSize','0',0,0,''
'Device.UserInterface.ISPMailServer','0',0,0,''
'Device.UserInterface.ISPNewsServer','0',0,0,''
'Device.UserInterface.TextColor','0',0,0,''
'Device.UserInterface.BackgroundColor','0',0,0,''
'Device.UserInterface.ButtonColor','0',0,0,''
'Device.UserInterface.ButtonTextColor','0',0,0,''
'Device.UserInterface.AutoUpdateServer','0',0,0,''
'Device.UserInterface.UserUpdateServer','0',0,0,''
'Device.UserInterface.AvailableLanguages','0',0,0,''
'Device.UserInterface.CurrentLanguage','0',0,0,''
'Device.UserInterface.RemoteAccess.Enable','0',0,0,''
'Device.UserInterface.RemoteAccess.Port','0',0,0,''
'Device.UserInterface.RemoteAccess.SupportedProtocols','0',0,0,''
'Device.UserInterface.RemoteAccess.Protocol','0',0,0,''
'Device.UserInterface.LocalDisplay.Movable','0',0,0,''
'Device.UserInterface.LocalDisplay.Resizable','0',0,0,''
'Device.UserInterface.LocalDisplay.PosX','0',0,0,''
'Device.UserInterface.LocalDisplay.PosY','0',0,0,''
'Device.UserInterface.LocalDisplay.Width','0',0,0,''
'Device.UserInterface.LocalDisplay.Height','0',0,0,''
'Device.UserInterface.LocalDisplay.DisplayWidth','0',0,0,''
'Device.UserInterface.LocalDisplay.DisplayHeight','0',0,0,''
'Device.InterfaceStack.{i}.Alias','0',0,0,''
'Device.InterfaceStack.{i}.HigherLayer','0',0,0,''
'Device.InterfaceStack.{i}.LowerLayer','0',0,0,''
'Device.InterfaceStack.{i}.HigherAlias','0',0,0,''
'Device.InterfaceStack.{i}.LowerAlias','0',0,0,''
'Device.DSL.LineNumberOfEntries','0',0,0,''
'Device.DSL.ChannelNumberOfEntries','0',0,0,''
'Device.DSL.BondingGroupNumberOfEntries','0',0,0,''
'Device.DSL.Line.{i}.Enable','0',0,0,''
'Device.DSL.Line.{i}.EnableDataGathering','0',0,0,''
'Device.DSL.Line.{i}.Status','0',0,0,''
'Device.DSL.Line.{i}.Alias','0',0,0,''
'Device.DSL.Line.{i}.Name','0',0,0,''
'Device.DSL.Line.{i}.LastChange','0',0,0,''
'Device.DSL.Line.{i}.LowerLayers','0',0,0,''
'Device.DSL.Line.{i}.Upstream','0',0,0,''
'Device.DSL.Line.{i}.FirmwareVersion','0',0,0,''
'Device.DSL.Line.{i}.LinkStatus','0',0,0,''
'Device.DSL.Line.{i}.StandardsSupported','0',0,0,''
'Device.DSL.Line.{i}.XTSE','0',0,0,''
'Device.DSL.Line.{i}.StandardUsed','0',0,0,''
'Device.DSL.Line.{i}.XTSUsed','0',0,0,''
'Device.DSL.Line.{i}.LineEncoding','0',0,0,''
'Device.DSL.Line.{i}.AllowedProfiles','0',0,0,''
'Device.DSL.Line.{i}.CurrentProfile','0',0,0,''
'Device.DSL.Line.{i}.PowerManagementState','0',0,0,''
'Device.DSL.Line.{i}.SuccessFailureCause','0',0,0,''
'Device.DSL.Line.{i}.UPBOKLER','0',0,0,''
'Device.DSL.Line.{i}.UPBOKLEPb','0',0,0,''
'Device.DSL.Line.{i}.UPBOKLERPb','0',0,0,''
'Device.DSL.Line.{i}.RXTHRSHds','0',0,0,''
'Device.DSL.Line.{i}.ACTRAMODEds','0',0,0,''
'Device.DSL.Line.{i}.ACTRAMODEus','0',0,0,''
'Device.DSL.Line.{i}.ACTINPROCds','0',0,0,''
'Device.DSL.Line.{i}.ACTINPROCus','0',0,0,''
'Device.DSL.Line.{i}.SNRMROCds','0',0,0,''
'Device.DSL.Line.{i}.SNRMROCus','0',0,0,''
'Device.DSL.Line.{i}.LastStateTransmittedDownstream','0',0,0,''
'Device.DSL.Line.{i}.LastStateTransmittedUpstream','0',0,0,''
'Device.DSL.Line.{i}.UPBOKLE','0',0,0,''
'Device.DSL.Line.{i}.MREFPSDds','0',0,0,''
'Device.DSL.Line.{i}.MREFPSDus','0',0,0,''
'Device.DSL.Line.{i}.LIMITMASK','0',0,0,''
'Device.DSL.Line.{i}.US0MASK','0',0,0,''
'Device.DSL.Line.{i}.TRELLISds','0',0,0,''
'Device.DSL.Line.{i}.TRELLISus','0',0,0,''
'Device.DSL.Line.{i}.ACTSNRMODEds','0',0,0,''
'Device.DSL.Line.{i}.ACTSNRMODEus','0',0,0,''
'Device.DSL.Line.{i}.VirtualNoisePSDds','0',0,0,''
'Device.DSL.Line.{i}.VirtualNoisePSDus','0',0,0,''
'Device.DSL.Line.{i}.ACTUALCE','0',0,0,''
'Device.DSL.Line.{i}.LineNumber','0',0,0,''
'Device.DSL.Line.{i}.UpstreamMaxBitRate','0',0,0,''
'Device.DSL.Line.{i}.DownstreamMaxBitRate','0',0,0,''
'Device.DSL.Line.{i}.UpstreamNoiseMargin','0',0,0,''
'Device.DSL.Line.{i}.DownstreamNoiseMargin','0',0,0,''
'Device.DSL.Line.{i}.SNRMpbus','0',0,0,''
'Device.DSL.Line.{i}.SNRMpbds','0',0,0,''
'Device.DSL.Line.{i}.INMIATOds','0',0,0,''
'Device.DSL.Line.{i}.INMIATSds','0',0,0,''
'Device.DSL.Line.{i}.INMCCds','0',0,0,''
'Device.DSL.Line.{i}.INMINPEQMODEds','0',0,0,''
'Device.DSL.Line.{i}.UpstreamAttenuation','0',0,0,''
'Device.DSL.Line.{i}.DownstreamAttenuation','0',0,0,''
'Device.DSL.Line.{i}.UpstreamPower','0',0,0,''
'Device.DSL.Line.{i}.DownstreamPower','0',0,0,''
'Device.DSL.Line.{i}.XTURVendor','0',0,0,''
'Device.DSL.Line.{i}.XTURCountry','0',0,0,''
'Device.DSL.Line.{i}.XTURANSIStd','0',0,0,''
'Device.DSL.Line.{i}.XTURANSIRev','0',0,0,''
'Device.DSL.Line.{i}.XTUCVendor','0',0,0,''
'Device.DSL.Line.{i}.XTUCCountry','0',0,0,''
'Device.DSL.Line.{i}.XTUCANSIStd','0',0,0,''
'Device.DSL.Line.{i}.XTUCANSIRev','0',0,0,''
'Device.DSL.Line.{i}.DataGathering.LoggingDepthR','0',0,0,''
'Device.DSL.Line.{i}.DataGathering.ActLoggingDepthReportingR','0',0,0,''
'Device.DSL.Line.{i}.DataGathering.EventTraceBufferR','0',0,0,''
'Device.DSL.Line.{i}.Stats.BytesSent','0',0,0,''
'Device.DSL.Line.{i}.Stats.BytesReceived','0',0,0,''
'Device.DSL.Line.{i}.Stats.PacketsSent','0',0,0,''
'Device.DSL.Line.{i}.Stats.PacketsReceived','0',0,0,''
'Device.DSL.Line.{i}.Stats.ErrorsSent','0',0,0,''
'Device.DSL.Line.{i}.Stats.ErrorsReceived','0',0,0,''
'Device.DSL.Line.{i}.Stats.DiscardPacketsSent','0',0,0,''
'Device.DSL.Line.{i}.Stats.DiscardPacketsReceived','0',0,0,''
'Device.DSL.Line.{i}.Stats.TotalStart','0',0,0,''
'Device.DSL.Line.{i}.Stats.ShowtimeStart','0',0,0,''
'Device.DSL.Line.{i}.Stats.LastShowtimeStart','0',0,0,''
'Device.DSL.Line.{i}.Stats.CurrentDayStart','0',0,0,''
'Device.DSL.Line.{i}.Stats.QuarterHourStart','0',0,0,''
'Device.DSL.Line.{i}.Stats.Total.ErroredSecs','0',0,0,''
'Device.DSL.Line.{i}.Stats.Total.SeverelyErroredSecs','0',0,0,''
'Device.DSL.Line.{i}.Stats.Showtime.ErroredSecs','0',0,0,''
'Device.DSL.Line.{i}.Stats.Showtime.SeverelyErroredSecs','0',0,0,''
'Device.DSL.Line.{i}.Stats.LastShowtime.ErroredSecs','0',0,0,''
'Device.DSL.Line.{i}.Stats.LastShowtime.SeverelyErroredSecs','0',0,0,''
'Device.DSL.Line.{i}.Stats.CurrentDay.ErroredSecs','0',0,0,''
'Device.DSL.Line.{i}.Stats.CurrentDay.SeverelyErroredSecs','0',0,0,''
'Device.DSL.Line.{i}.Stats.QuarterHour.ErroredSecs','0',0,0,''
'Device.DSL.Line.{i}.Stats.QuarterHour.SeverelyErroredSecs','0',0,0,''
'Device.DSL.Line.{i}.TestParams.HLOGGds','0',0,0,''
'Device.DSL.Line.{i}.TestParams.HLOGGus','0',0,0,''
'Device.DSL.Line.{i}.TestParams.HLOGpsds','0',0,0,''
'Device.DSL.Line.{i}.TestParams.HLOGpsus','0',0,0,''
'Device.DSL.Line.{i}.TestParams.HLOGMTds','0',0,0,''
'Device.DSL.Line.{i}.TestParams.HLOGMTus','0',0,0,''
'Device.DSL.Line.{i}.TestParams.QLNGds','0',0,0,''
'Device.DSL.Line.{i}.TestParams.QLNGus','0',0,0,''
'Device.DSL.Line.{i}.TestParams.QLNpsds','0',0,0,''
'Device.DSL.Line.{i}.TestParams.QLNpsus','0',0,0,''
'Device.DSL.Line.{i}.TestParams.QLNMTds','0',0,0,''
'Device.DSL.Line.{i}.TestParams.QLNMTus','0',0,0,''
'Device.DSL.Line.{i}.TestParams.SNRGds','0',0,0,''
'Device.DSL.Line.{i}.TestParams.SNRGus','0',0,0,''
'Device.DSL.Line.{i}.TestParams.SNRpsds','0',0,0,''
'Device.DSL.Line.{i}.TestParams.SNRpsus','0',0,0,''
'Device.DSL.Line.{i}.TestParams.SNRMTds','0',0,0,''
'Device.DSL.Line.{i}.TestParams.SNRMTus','0',0,0,''
'Device.DSL.Line.{i}.TestParams.LATNds','0',0,0,''
'Device.DSL.Line.{i}.TestParams.LATNus','0',0,0,''
'Device.DSL.Line.{i}.TestParams.SATNds','0',0,0,''
'Device.DSL.Line.{i}.TestParams.SATNus','0',0,0,''
'Device.DSL.Channel.{i}.Enable','0',0,0,''
'Device.DSL.Channel.{i}.Status','0',0,0,''
'Device.DSL.Channel.{i}.Alias','0',0,0,''
'Device.DSL.Channel.{i}.Name','0',0,0,''
'Device.DSL.Channel.{i}.LastChange','0',0,0,''
'Device.DSL.Channel.{i}.LowerLayers','0',0,0,''
'Device.DSL.Channel.{i}.LinkEncapsulationSupported','0',0,0,''
'Device.DSL.Channel.{i}.LinkEncapsulationUsed','0',0,0,''
'Device.DSL.Channel.{i}.LPATH','0',0,0,''
'Device.DSL.Channel.{i}.INTLVDEPTH','0',0,0,''
'Device.DSL.Channel.{i}.INTLVBLOCK','0',0,0,''
'Device.DSL.Channel.{i}.ActualInterleavingDelay','0',0,0,''
'Device.DSL.Channel.{i}.ACTINP','0',0,0,''
'Device.DSL.Channel.{i}.INPREPORT','0',0,0,''
'Device.DSL.Channel.{i}.NFEC','0',0,0,''
'Device.DSL.Channel.{i}.RFEC','0',0,0,''
'Device.DSL.Channel.{i}.LSYMB','0',0,0,''
'Device.DSL.Channel.{i}.UpstreamCurrRate','0',0,0,''
'Device.DSL.Channel.{i}.DownstreamCurrRate','0',0,0,''
'Device.DSL.Channel.{i}.ACTNDR','0',0,0,''
'Device.DSL.Channel.{i}.ACTINPREIN','0',0,0,''
'Device.DSL.Channel.{i}.Stats.BytesSent','0',0,0,''
'Device.DSL.Channel.{i}.Stats.BytesReceived','0',0,0,''
'Device.DSL.Channel.{i}.Stats.PacketsSent','0',0,0,''
'Device.DSL.Channel.{i}.Stats.PacketsReceived','0',0,0,''
'Device.DSL.Channel.{i}.Stats.ErrorsSent','0',0,0,''
'Device.DSL.Channel.{i}.Stats.ErrorsReceived','0',0,0,''
'Device.DSL.Channel.{i}.Stats.DiscardPacketsSent','0',0,0,''
'Device.DSL.Channel.{i}.Stats.DiscardPacketsReceived','0',0,0,''
'Device.DSL.Channel.{i}.Stats.TotalStart','0',0,0,''
'Device.DSL.Channel.{i}.Stats.ShowtimeStart','0',0,0,''
'Device.DSL.Channel.{i}.Stats.LastShowtimeStart','0',0,0,''
'Device.DSL.Channel.{i}.Stats.CurrentDayStart','0',0,0,''
'Device.DSL.Channel.{i}.Stats.QuarterHourStart','0',0,0,''
'Device.DSL.Channel.{i}.Stats.Total.XTURFECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.Total.XTUCFECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.Total.XTURHECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.Total.XTUCHECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.Total.XTURCRCErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.Total.XTUCCRCErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.Showtime.XTURFECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.Showtime.XTUCFECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.Showtime.XTURHECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.Showtime.XTUCHECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.Showtime.XTURCRCErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.Showtime.XTUCCRCErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.LastShowtime.XTURFECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.LastShowtime.XTUCFECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.LastShowtime.XTURHECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.LastShowtime.XTUCHECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.LastShowtime.XTURCRCErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.LastShowtime.XTUCCRCErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.CurrentDay.XTURFECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.CurrentDay.XTUCFECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.CurrentDay.XTURHECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.CurrentDay.XTUCHECErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.CurrentDay.XTURCRCErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.CurrentDay.XTUCCRCErrors','0',0,0,''
'Device.DSL.Channel.{i}.Stats.QuarterHour.XTURFECErrors','0',0,0,''
